Line #,Key,en Version,ka Translation
110,ka.mongoid.attributes.time_series_dataset.sort_order,Sort Order,დახარისხების წყობა
111,ka.mongoid.attributes.time_series_question.code,Question Code,კითხვის კოდი
112,ka.mongoid.attributes.time_series_question.original_code,Question Code,კითხვის კოდი
113,ka.mongoid.attributes.time_series_question.text,Question,კითხვა
114,ka.mongoid.attributes.time_series_question.notes,Notes,შენიშვნა
115,ka.mongoid.attributes.time_series_dataset_question.code,Question Code,კითხვის კოდი
116,ka.mongoid.attributes.time_series_dataset_question.text,Question,კითხვა
117,ka.mongoid.attributes.time_series_dataset_question.notes,Notes,შენიშვნა
118,ka.mongoid.attributes.time_series_dataset_question.dataset,Dataset,მონაცემთა ცხრილი
119,ka.mongoid.attributes.time_series_answer.value,Value,მნიშვნელობა
120,ka.mongoid.attributes.time_series_answer.text,Answer,პასუხი
121,ka.mongoid.attributes.time_series_answer.can_exclude,Can Exclude During Analysis,შეუძლია ანალიზის დროს გამორიცხვა
122,ka.mongoid.attributes.time_series_answer.sort_order,Sort Order,დახარისხების წყობა
123,ka.mongoid.attributes.shapeset.title,Title,დასახელება
124,ka.mongoid.attributes.shapeset.description,Description,აღწერა
125,ka.mongoid.attributes.shapeset.source,Source of Shapeset,ფორმების ცხრილის წყარო
126,ka.mongoid.attributes.shapeset.source_url,URL to Souce,წყაროს URL
127,ka.mongoid.attributes.shapeset.shapefile,GeoJSON File,GeoJSON ფაილი
128,ka.mongoid.attributes.shapeset.languages,Languages of Shapeset,ფორმების ცხრილის ენა
129,ka.mongoid.attributes.shapeset.default_language,Default Language,მთავარი ენა
130,ka.mongoid.attributes.shapeset.created_at,Added On,დამატებულია
131,ka.mongoid.attributes.api_version.permalink,Permalink,პერმალინკი
132,ka.mongoid.attributes.api_version.title,Title,დასახელება
133,ka.mongoid.attributes.api_version.public,Make Available to the Public,გავხადოთ საჯაროდ ხელსმისაწვდომი
134,ka.mongoid.attributes.api_version.public_at,Released At,გამოქვეყნებულია
135,ka.mongoid.attributes.api_version.updated_at,Last Updated At,ბოლო განახლება
136,ka.mongoid.attributes.api_version.methods,Methods,მეთოდი
137,ka.mongoid.attributes.api_method.permalink,Permalink,პერმალინკი
138,ka.mongoid.attributes.api_method.title,Title,დასახელება
139,ka.mongoid.attributes.api_method.content,Content,კონტენტი
140,ka.mongoid.attributes.api_method.public,Make Available to the Public,გავხადოთ საჯაროდ ხელსმისაწვდომი
141,ka.mongoid.attributes.api_method.public_at,Released At,გამოქვეყნებულია
142,ka.mongoid.attributes.api_method.updated_at,Last Updated At,ბოლო განახლება
143,ka.mongoid.attributes.api_method.sort_order,Sort Order,დახარისხების წყობა
144,ka.mongoid.attributes.api_request.api_key_id,API Key ID,API-ს გასაღების ID
145,ka.mongoid.attributes.api_request.user_id,User ID,მომხმარებლის ID
146,ka.mongoid.attributes.api_request.dataset_id,Dataset ID,მონაცემთა ცხრილის ID
147,ka.mongoid.attributes.api_request.time_series_id,Time Series ID,პერიოდული შედარების ID
148,ka.mongoid.attributes.api_request.ip_address,IP Address,IP მისამართი
149,ka.mongoid.attributes.api_request.locale,API Locale,API ადგილი
150,ka.mongoid.attributes.api_request.api_version,API Version,API ვერსია
151,ka.mongoid.attributes.api_request.action,API Action,API ქმედება
152,ka.mongoid.attributes.api_request.question_code,Question Code,კითხვის კოდი
153,ka.mongoid.attributes.api_request.broken_down_by_code,Broken Down By Code,ჩაშლილია კოდით
154,ka.mongoid.attributes.api_request.filtered_by_code,Filtered By Code,გაფილტრულია კოდით
155,ka.mongoid.attributes.api_request.can_exclude,Can Exclude,შეუძლია გამორიცხვა
156,ka.mongoid.attributes.api_request.with_title,With Title,სახელით
157,ka.mongoid.attributes.api_request.with_chart_data,With Chart Data,მონაცემების დიაგრამით
158,ka.mongoid.attributes.api_request.with_map_data,With Map Data,მონაცემების რუკით
159,ka.mongoid.attributes.api_request.browser,Browser,ბრაუზერი
160,ka.mongoid.attributes.api_request.version,Browser Version,ბრაუზერის ვერსია
161,ka.mongoid.attributes.api_request.os,OS,OS
162,ka.mongoid.attributes.api_request.platform,OS Platform,OS პლატფორმა
163,ka.mongoid.attributes.api_request.app,App,App
164,ka.mongoid.attributes.api_request.is_mobile,Is Mobile Device?,მობილური მოწყობილობაა?
165,ka.mongoid.attributes.api_request.created_at,Date,თარიღი
166,ka.mongoid.attributes.api_key.key,Access Token,დაშვების გასაღები
167,ka.mongoid.attributes.api_key.created_at,Date Created,შექმნის თარიღი
168,ka.mongoid.hints.dataset.title,The title of your dataset,მონაცემთა თქვენი ცხრილის დასახელება
169,ka.mongoid.hints.dataset.description,Explain what your dataset is about,გთხოვთ ახსნათ რას ეხება თქვენი მონაცემთა ცხრილი
170,ka.mongoid.hints.dataset.methodology,Explain how the data in the dataset was collected,გთხოვთ ახსნათ როგორ მოაგროვეთ თქვენი მონაცემთა ცხრილი
171,ka.mongoid.hints.dataset.source,Who collected this data,ვინ მოაგროვა მონაცემები
172,ka.mongoid.hints.dataset.source_url,"URL to the Source's website. Please include the http as part of the url (e.g., http://source.com)",წყაროს ვებ გვერდზე URL. გთხოვთ გამოიყენით http როგორც url-ის ნაწილი (მაგ. http://source.com)
173,ka.mongoid.hints.dataset.datafile,"Only sav, dta, csv, xls, xlsx formats are allowed","დასაშვებია მხოლოდ sav, dta, csv, xls, xlsx ფორმატები"
174,ka.mongoid.hints.dataset.codebook,"Only txt, pdf, doc, docx formats are allowed","დასაშვებია მხოლოდ txt, pdf, doc, docx ფორმატები"
175,ka.mongoid.hints.dataset.released_at,Date the dataset was released to the public,მონაცემების საჯაროდ გამოქვეყნების თარიღი
176,ka.mongoid.hints.dataset.start_gathered_at,Date the data gathering process began,მონაცემების შეგროვების დაწყების თარიღი
177,ka.mongoid.hints.dataset.end_gathered_at,Date the data gathering process finished,მონაცემების შეგროვების დასრულების თარიღი
178,ka.mongoid.hints.dataset.public,Select 'Yes' to make your dataset available to the world,მონიშნეთ 'დიახ' რათა თქვენი მონაცემები ხელმისაწვდომი გახდეს მსოფლიოსთვის
179,ka.mongoid.hints.dataset.languages,"Even though your dataset may be in one language, you can use these forms to translate all of the questions and answers into any language you desire.","იმ შემთხვევაშიც კი, თუ თქვენი მონაცემები მხოლოდ ერთ ენაზეა, თქვენ შეგიძლიათ ამ ფორმების გამოყენება რათა თარგმნოთ ყველა კითხვა და პასუხი თქვენთვის სასურველ ნებისმიერ ენაზე"
180,ka.mongoid.hints.dataset.default_language,The dataset language that is shown by default if no specific language is requested by user,"მონაცემთა ცხრილის ენა რომელიც ნაჩვენებია როგორც მთავარი ენა, თუ რომელიმე კონკრეტული ენა არ არის მოთხოვნილი მომხმარებლის მიერ"
181,ka.mongoid.hints.dataset.category_ids,Assign the dataset to one or more categories,აირჩიეთ მონაცემთა ცხრილი ერთი ან მეტი კატეგორიებისთვის
182,ka.mongoid.hints.shapeset.title,The title of your shapeset,თქვენი ფორმების ცხრილის დასახელება
183,ka.mongoid.hints.shapeset.description,Short summary of what is in the shapeset,ფორმების ცხრილის შინაარსის მოკლე აღწერა
184,ka.mongoid.hints.shapeset.source,Who put the shapeset together,ვინ დააყენა ფორმების ცხრილი ერთად
185,ka.mongoid.hints.shapeset.source_url,"URL to the Source's website. Please include the http as part of the url (e.g., http://source.com)",წყაროს ვებ გვერდზე URL. გთხოვთ გამოიყენით http როგორც url-ის ნაწილი (მაგ. http://source.com)
186,ka.mongoid.hints.shapeset.shapefile,Only json and geojson formats are allowed,დასაშვებია მხოლოდ json და geojson ფორმატები
187,ka.mongoid.hints.shapeset.languages,"Even though your shapeset may be in one language, you can use this form to translate all of the shapeset into any language you desire.","იმ შემთხვევაშიც კი, თუ თქვენი მონაცემები მხოლოდ ერთ ენაზეა, თქვენ შეგიძლიათ ამ ფორმების გამოყენება რათა თარგმნოთ ყველა კითხვა და პასუხი თქვენთვის სასურველ ნებისმიერ ენაზე"
188,ka.mongoid.hints.shapeset.default_language,The shapeset language that is used by default if no specific language is requested,"მონაცემთა ცხრილის ენა რომელიც გამოყენებულია როგორც მთავარი ენა, თუ რომელიმე კონკრეტული ენა არ არის მოთხოვნილი"
189,ka.mongoid.hints.question.text,The text of the question,კითხვის ტექსტი
190,ka.mongoid.hints.question.notes,Any special notes about the question,რაიმე სპეციალური შენიშვნა კითხვასთან დაკავშრებით
191,ka.mongoid.hints.question.exclude,"If selected, this question will not be available during analysis.",მონიშვნის შემთხვევაში ეს კითხვა არ იქნება ხელმისაწვდომი ანალიზის დროს
192,ka.mongoid.hints.question.is_mappable,"If the question is mappable in nature, you can match the question to a shapeset and be able to analyize the question on a map.","თუ კითხვები ბუნებრივად შეიძლება დატანილი იყვნენ რუკაზე, შეგიძლიათ დაამთხვიოთ კითხვა ფორმები ცხრილს და რუკაზე გაანალიზოთ შეკითხვა"
193,ka.mongoid.hints.answer.value,The value of the answer,პასუხის მნიშვნელობა
194,ka.mongoid.hints.answer.text,The text of the answer,პასუხის ტექსტი
195,ka.mongoid.hints.answer.exclude,"If selected, this answer will not be available during analysis.",მონიშვნის შემთხვევაში ეს კითხვა არ იქნება ხელმისაწვდომი ანალიზის დროს
196,ka.mongoid.hints.answer.can_exclude,"If selected, this answer will be available during analysis, but can be turned off if desired by the user.","მონიშვნის შემთხვევაში ეს კითხვა იქნება ხელმისაწვდომი ანალიზის დროს, მაგრამ მომხმარებლის სურვილის შემთხვევაში ის შეიძლება გამოირთოს"
197,ka.mongoid.hints.answer.sort_order,The order the answers should appear,გამოსაჩენი პასუხების წყობა
198,ka.mongoid.hints.answer.default_text,This is the answer text from the default language which is provided to make it easier to complete the translation,"ეს არის პასუხის ტექსტი მთავარი ენიდან, რომელიც მოწოდებულია რათა თარგმანის გასაადვილებლად"
199,ka.mongoid.hints.report.title,The title of the report,რეფორთის დასახელება
200,ka.mongoid.hints.report.file,"The report file in pdf, doc, odt or txt format","რეფორთის ფაილი pdf, doc, odt ან txt დოკუმენტებში"
201,ka.mongoid.hints.report.released_at,Date the report was released to the public,რეფორთის საჯაროდ გამოქვეყნების თარიღი
202,ka.mongoid.hints.report.language_id,The language the report is written in,ენა რომელშიც რეფორთი არის დაწერილი
203,ka.mongoid.hints.report.summary,A brief summary of the report,რეფორთის მოკლე აღწერა
204,ka.mongoid.hints.mappable.question,Select the question that you want to have the answers appear on a map during analysis.,აირჩიეთ კითხვა რომელის პასუხიც გსურთ გამოჩნდეს რუკაზე ანალიზის დროს
205,ka.mongoid.hints.mappable.shapeset,Select the shapeset to use for this question.,არიჩიეთ ამ კითხვის გამოსაყენებელი ფორმების ცხრილი
206,ka.mongoid.hints.time_series.title,The title of your time series,პერიოდული შედარების დასახელება
207,ka.mongoid.hints.time_series.description,Explain what your time series is about,ახსენით რას ეხება თქვენი პერიოდული შედარება
208,ka.mongoid.hints.time_series.public,Select 'Yes' to make your time series available to the world,აირჩიეთ 'დიახ' რათა თქვენი პერიოდული შედარება გახდეს მსოფლიოსთვის ხელმისაწვდომი
209,ka.mongoid.hints.time_series.languages,The languages of your time series are automatically determined by the languages of the datasets,თქვენი პერიოდული შედარების ენები ავტომატურად განისაზღვრება მონაცემთა ცხრილის ენების მიერ
210,ka.mongoid.hints.time_series.default_language,The time series language that is shown by default if no specific language is requested by user,"პერიოდული შედარების ენა რომელიც ნაჩვენებია მთავარ ენად, თუ სხვა ენა არ არის მოთხოვნილი მომხმარებლის მიერ"
211,ka.mongoid.hints.time_series.category_ids,Assign the time series to one or more categories,აირჩიეთ პერიოდული შედარების ერთი ან მეტი კატეგორია
212,ka.mongoid.hints.time_series_dataset.dataset_id,Select the dataset to add to this time series,აირჩიეთ მონაცემთა ცხრილი რათა დაამატოთ პერიოდულ შედარებაში
213,ka.mongoid.hints.time_series_dataset.title,"The text that will represent this data set in the time series, most likely a time indicator. For example, if your dataset is from 2015, you could enter 2015; or if it is from January 2015, you can enter January 2015.","პერიოდულ შედარებაში ეს ტექსტი წარმოადგენ მონაცემთა ცხრილს, სავარაუდოდ დროის ინდიკატორს. მაგალითად, თუ თქვენი მონაცემთა ცხრილი არის 2015 წლიდან, თქვენ ჩაწერთ 2015 წელს, ან თუ ის იქნება 2015 წლის იანვრიდან, თქვენ ჩაწერთ 2015 წლის იანვარს."
214,ka.mongoid.hints.time_series_dataset.sort_order,The order the datasets should appear in the time series,პერიოდული შედარებაში უნდა გამოჩნდეს მონაცემთა ცხრილის თანმიმდევრობა
215,ka.mongoid.hints.time_series_question.code,The code of the question as you want it to appear in the time series,კითხვის კოდი რომლის გამოჩენაც გსურთ პერიოდული შედარებაში
216,ka.mongoid.hints.time_series_question.text,The text of the question as you want it to appear in the time series,"კითხვის ტექსტი, რომლის გამოჩენაც გსურთ პერიოდული შედარებაში"
217,ka.mongoid.hints.time_series_question.notes,Any special notes about the question,რაიმე სპეციალური შენიშვნა კითხვასთან დაკავშრებით
218,ka.mongoid.hints.time_series_dataset_question.text,"Only questions from the dataset that are not already assigned to this time series will be shown. When you select a new question, the list of answers for this dataset below will automatically change.","მონაცემთა ცხრილიდან მხოლოდ ის კითხვები იქნება ნაჩვენები, რომლებიც არ არიან ჩანიშნულნი პერიოდულ შედარებაში."
219,ka.mongoid.hints.time_series_dataset_question.notes,Any special notes about the question,რაიმე სპეციალური შენიშვნა კითხვასთან დაკავშრებით
220,ka.mongoid.hints.time_series_answer.value,The value of the answer,პასუხის მნიშვნელობა
221,ka.mongoid.hints.time_series_answer.text,The text of the answer,ტექსტის მნიშვნელობა
222,ka.mongoid.hints.time_series_answer.can_exclude,"If selected, this answer will be available during analysis, but can be turned off if desired by the user.","მონიშვნის შემთხვევაში, ეს პასუხი ხელმისაწვდომი იქნება ანალიზის დროს, მაგრამ შესაძლებელი იქნება მისი გამორთვა მომხმარებლის სურვილის შემთხვევაში."
223,ka.mongoid.hints.time_series_answer.sort_order,The order the answers should appear,პასუხების გამოჩენის თანმიმდევრობა
224,ka.mongoid.hints.time_series_answer.default_text,This is the answer text from the default language which is provided to make it easier to complete the translation,"ეს არის პასუხის ტექსტი მთავარი ენიდან, რომელიც მოწოდებულია რათა თარგმანის გასაადვილებლად"
225,ka.mongoid.hints.time_series_answer.dataset,The possible answers for the question selected from this dataset,მონაცემთა ცხრილიდან არჩეული შეკითხვის სავარაუდო პასუხები
226,ka.mongoid.hints.page_content.name,Unique name for content (do not change!),კონტენტის უნიკალური სახელი (არ შეცვალოთ!)
227,ka.mongoid.hints.page_content.title,Title to show above content,"სათაური, რომელიც გამოჩნდება კონტენტის ზემოთ"
228,ka.mongoid.hints.page_content.content,Content to be shown on page,გვერდზე გამოსაჩენი კონტენტი
229,ka.mongoid.hints.api_version.permalink,"Abbreviated Name Used in URL (e.g., v1)","URL-ში გამოყენებული აბრევიატურა (მაგ., v1)"
230,ka.mongoid.hints.api_version.title,Title of the API Version,API ვერსიის დასახელება
231,ka.mongoid.hints.api_version.public,Select 'Yes' to make the API Version documentation available to the world,მონიშნეთ 'დიახ' API ვერსიის საქვეყნოდ ხელმისაწვდომობისთვის
232,ka.mongoid.hints.api_method.permalink,"Abbreviated Name Used in URL (e.g., v1)","URL-ში გამოყენებული აბრევიატურა (მაგ., v1)"
233,ka.mongoid.hints.api_method.title,Title of API Method,API ვერსიის დასახელება
234,ka.mongoid.hints.api_method.content,Explanation of how to use the API Method,API მეთოდის გამოყენები ახსნა
235,ka.mongoid.hints.api_method.public,Select 'Yes' to make the API Method documentation available to the world,მონიშნეთ 'დიახ' API მეთოდის დოკუმენტაციის საქვეყნოდ ხელმისაწვდომობისთვის
236,ka.mongoid.hints.api_method.sort_order,The order the API methods should appear,API მეთოდის გამოჩენის თანმიმდევრობა
237,ka.errors.messages.required_field,is a required field.,სავალდებულო ველი
238,ka.errors.messages.already_exists,already exists in the database.,უკვე არსებობს მონაცემთა ბაზაში
239,ka.errors.messages.translation_default_lang,%{field_name} for Default Language '%{language}' %{msg},%{field_name} მთავარი ენისთვის '%{language}' %{msg}
240,ka.errors.messages.translation_any_lang,%{field_name} for Language '%{language}' %{msg},%{field_name} ენისთვის '%{language}' %{msg}
241,ka.errors.messages.invalid_language,'%{lang_locale}' is not a valid language locale,%{lang_locale}' შეუსაბამო ადგილობრივი ენაა
242,ka.errors.messages.dataset_length,At least two datasets are needed for a time series to be saved.,პერიოდული შედარების შენახვისთვის სულ მცირე მონაცემთა ორი ცხრილია საჭირო
243,ka.mass_uploads_msgs.bad_headers,The headers in the file do not match the headers from the template so it is not possible to determine what each column of data is. Please download the question template file and use the headers from that file.,"ფაილის საწყისი არ ემთხვევა ნიმუშის საწყის, შეუძლებელია მონაცემების თითოეული სვეტის განსაზღვრა. გთხოვთ ჩამოტვირთოთ კითხვის ნიმუშის ფაილი და გამოიყენოთ საწყისი ამ ფაილიდან."
244,ka.mass_uploads_msgs.missing_code,Row %{n}: Could not find question with code '%{code}',რიგი %{n}: ამ კოდით კითხვა არ მოიძებნა '%{code}'
245,ka.mass_uploads_msgs.questions.not_save,Row %{n}: Could not save question: %{msg},რიგი %{n}: კითხვის შენახვა შეუძლებელია: %{msg}
246,ka.mass_uploads_msgs.answers.missing_answer,Row %{n}: Could not find answer with value '%{value}' for question with code '%{code}',რიგი %{n}: პასუხის მნიშვნელობის მოძებნა შეუძლებელია '%{value}' კითხვისთვის ამ კოდით '%{code}'
247,ka.mass_uploads_msgs.answers.not_save,Row %{n}: Could not save answer: %{msg},რიგი %{n}: პასუხის შენახვა შეუძლებელია: %{msg}
248,ka.publish_status.public,Public,საჯარო
249,ka.publish_status.private,Private,კერძო
250,ka.tabbed_translation_form.default_text,Default Text,მთავარი ტექსტი
251,ka.tabbed_translation_form.default_url,Default URL,მთავარი URL
252,ka.explore_time_series.na,N/A,არ არის ხელმისაწვდომი
253,ka.explore_time_series.percent,Percent (%),პროცენტი (%)
254,ka.explore_time_series.single.html.title,'<span class='code-highlight'>%{code}</span> - %{question}','<span class='code-highlight'>%{code}</span> - %{question}'
255,ka.explore_time_series.single.html.title_filter,<br /> <span class='title-highlight'>filtered by:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{variable}',<br /> <span class='title-highlight'>გაფილტრულია:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{variable}'
256,ka.explore_time_series.single.html.title_filter_value,<br /> <span class='title-highlight'>filtered by:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{variable} = <span class='code-highlight'>%{value}</span>',<br /> <span class='title-highlight'>გაფილტრულია:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{variable} = %{value}'
257,ka.explore_time_series.single.text.title,'%{code} - %{question}','%{code} - %{question}'
258,ka.explore_time_series.single.text.title_filter, filtered by: '%{code} - %{variable}',გაფილტრულია: '%{code} - %{variable}'
